alias,latitude,longitude,time_window_start,time_window_end,service_time,pieces,weight(Kg),volume(m^3),skills
Customer 860,26.300942,-80.19917,420,960,15,3,72,53,cargo
Customer 861,28.278881,-81.638496,420,960,15,22,130,53,cargo
Customer 862,26.413463,-80.125295,420,960,15,14,75,53,cargo
Customer 863,25.676792,-80.320053,540,960,15,4,93,53,cargo
Customer 864,26.623331,-82.029538,600,960,15,7,105,53,cargo
Customer 865,25.519575,-80.424855,360,960,15,12,194,53,cargo
Customer 866,25.957701,-80.12596,420,960,15,19,232,53,cargo
Customer 867,28.09629,-81.687736,600,960,15,18,113,53,cargo
Customer 868,26.255902,-80.286781,420,960,15,10,254,53,cargo
Customer 869,26.368049,-80.120986,420,960,15,18,67,53,cargo
Customer 870,25.719677,-80.282256,600,960,15,18,178,53,cargo
Customer 871,28.359554,-81.544476,420,960,15,11,166,53,cargo
Customer 872,30.25122,-81.57736,375,960,15,9,220,53,cargo
Customer 873,28.353928,-81.546086,420,960,15,8,69,53,cargo
Customer 874,28.208923,-82.527243,420,960,15,12,234,53,cargo
Customer 875,26.915605,-80.152217,360,960,15,15,215,53,cargo
Customer 876,28.521938,-81.363679,420,960,15,12,243,53,cargo
Customer 877,27.777723,-82.778041,420,960,15,3,245,53,cargo
Customer 878,26.337949,-80.14372,360,960,15,5,222,53,cargo
Customer 879,26.490824,-80.15288,420,960,15,4,103,53,cargo
Customer 880,26.239137,-80.271495,600,960,15,4,92,53,cargo
Customer 881,28.017509,-81.972449,420,960,15,22,136,53,cargo
Customer 882,25.890234,-80.122968,420,960,15,3,160,53,cargo
Customer 883,28.289242,-81.591308,420,960,15,14,120,53,cargo
Customer 884,26.00371,-80.27795,405,960,15,3,115,53,cargo
Customer 885,26.216871,-81.731545,360,960,15,15,45,53,cargo
Customer 886,28.289242,-81.591308,420,960,15,13,177,53,cargo
Customer 887,26.300476,-81.738315,600,960,15,21,224,53,cargo
Customer 888,28.405453,-81.582948,600,960,15,2,199,53,cargo
Customer 889,27.989793,-81.666112,390,960,15,16,42,53,cargo
Customer 890,26.253707,-81.692028,420,960,15,8,71,53,cargo
Customer 891,26.52161,-80.128394,420,960,15,2,103,53,cargo
Customer 892,25.807161,-80.129348,420,960,15,22,78,53,cargo
Customer 893,26.086099,-80.372715,420,960,15,7,176,53,cargo
Customer 894,26.383945,-80.144253,405,960,15,7,27,53,cargo
Customer 895,28.342293,-81.572645,420,960,15,6,144,53,cargo
Customer 896,26.519196,-80.137214,480,960,15,3,38,53,cargo
Customer 897,26.408253,-80.066145,600,960,15,20,44,53,cargo
Customer 898,26.00371,-80.27795,420,960,15,5,158,53,cargo
Customer 899,28.45991,-81.46238,420,960,15,6,130,53,cargo
Customer 900,25.989353,-80.2614,600,960,15,17,228,53,cargo
Customer 901,28.367703,-81.50424,420,960,15,3,168,53,cargo
Customer 902,26.359282,-80.232765,360,960,15,22,174,53,cargo
Customer 903,29.171408,-82.155627,420,960,15,8,135,53,cargo
Customer 904,26.477381,-80.088361,420,960,15,20,229,53,cargo
Customer 905,26.573374,-81.938181,420,960,15,21,85,53,cargo
Customer 906,26.698987,-81.724353,600,960,15,8,94,53,cargo
Customer 907,26.57974,-81.752113,420,960,15,20,95,53,cargo
Customer 908,26.690807,-80.09333,420,960,15,19,64,53,cargo
Customer 909,26.146698,-80.287708,600,960,15,4,142,53,cargo
Customer 910,26.010284,-80.129735,480,960,15,19,46,53,cargo
Customer 911,26.613105,-81.85809,420,960,15,6,29,53,cargo
Customer 912,26.1311,-80.144447,360,960,15,18,34,53,cargo
Customer 913,28.413305,-81.400726,360,960,15,22,254,53,cargo
Customer 914,25.989012,-80.12002,360,960,15,2,34,53,cargo
Customer 915,27.956437,-81.685483,420,960,15,17,135,53,cargo
Customer 916,26.688641,-80.154795,600,960,15,22,161,53,cargo
Customer 917,26.178016,-80.168376,420,960,15,7,130,53,cargo
Customer 918,26.151125,-81.715246,600,960,15,2,246,53,cargo
Customer 919,26.701203,-80.237096,600,960,15,7,82,53,cargo
Customer 920,25.788573,-80.142078,420,960,15,20,202,53,cargo
Customer 921,26.064499,-80.325981,600,960,15,2,205,53,cargo
Customer 922,26.03593,-80.192916,420,960,15,10,163,53,cargo
Customer 923,28.464595,-81.470916,360,960,15,19,210,53,cargo
Customer 924,26.298119,-80.294901,600,960,15,14,105,53,cargo
Customer 925,26.151125,-81.715246,600,960,15,18,161,53,cargo
Customer 926,25.935532,-80.181712,360,960,15,9,210,53,cargo
Customer 927,30.478813,-84.314027,420,960,15,18,88,53,cargo
Customer 928,25.94646,-80.139897,420,960,15,9,223,53,cargo
Customer 929,26.29232,-80.184425,600,960,15,6,248,53,cargo
Customer 930,26.153048,-81.667546,420,960,15,21,237,53,cargo
Customer 931,28.400049,-80.612478,420,960,15,18,122,53,cargo
Customer 932,26.457287,-80.129457,390,960,15,19,241,53,cargo
Customer 933,28.462835,-81.466501,600,960,15,2,108,53,cargo
Customer 934,26.347704,-80.199755,420,960,15,16,230,53,cargo
Customer 935,26.119589,-80.294099,450,960,15,2,48,53,cargo
Customer 936,26.777101,-81.737533,420,960,15,2,37,53,cargo
Customer 937,26.413463,-80.125295,420,960,15,16,213,53,cargo
Customer 938,26.658463,-80.130008,450,960,15,7,139,53,cargo
Customer 939,26.010284,-80.129735,420,960,15,4,142,53,cargo
Customer 940,26.492715,-80.14326,420,960,15,15,177,53,cargo
Customer 941,28.058016,-81.734228,360,960,15,10,252,53,cargo
Customer 942,26.606314,-82.013343,420,960,15,14,138,53,cargo
Customer 943,26.122427,-81.766241,420,960,15,3,146,53,cargo
Customer 944,28.355472,-81.45404,420,960,15,10,166,53,cargo
Customer 945,25.731055,-80.264399,420,960,15,8,180,53,cargo
Customer 946,28.297808,-81.46622,420,960,15,22,187,53,cargo
Customer 947,26.664873,-81.91151,600,960,15,19,54,53,cargo
Customer 948,27.968131,-82.471872,420,960,15,11,242,53,cargo
Customer 949,26.423301,-80.188824,600,960,15,21,192,53,cargo
Customer 950,28.148016,-82.343078,600,960,15,8,98,53,cargo
Customer 951,26.358636,-80.232148,390,960,15,3,122,53,cargo
Customer 952,26.51014,-80.098695,420,960,15,22,240,53,cargo
Customer 953,26.010284,-80.129735,600,960,15,7,75,53,cargo
Customer 954,25.988846,-80.134931,360,960,15,9,165,53,cargo
Customer 955,26.566697,-80.042817,390,960,15,13,197,53,cargo
Customer 956,29.648682,-82.373471,420,960,15,6,103,53,cargo
Customer 957,26.283701,-80.134082,420,960,15,22,210,53,cargo
Customer 958,26.283701,-80.134082,600,960,15,19,236,53,cargo
Customer 959,26.307343,-80.111637,510,960,15,9,64,53,cargo
Customer 960,26.027339,-80.146194,390,960,15,3,209,53,cargo
Customer 961,29.656919,-82.310043,420,960,15,3,196,53,cargo
Customer 962,26.274889,-80.211366,420,960,15,19,226,53,cargo
Customer 963,26.492715,-80.14326,600,960,15,12,254,53,cargo
Customer 964,27.849317,-82.229568,420,960,15,6,54,53,cargo
Customer 965,28.332417,-81.491984,600,960,15,11,83,53,cargo
Customer 966,26.664873,-81.91151,420,960,15,8,46,53,cargo
Customer 967,25.96082,-80.15817,420,960,15,12,238,53,cargo
Customer 968,26.596971,-81.810361,360,960,15,20,111,53,cargo
Customer 969,25.965123,-80.140734,420,960,15,3,142,53,cargo
Customer 970,25.775369,-80.262977,600,960,15,9,232,53,cargo
Customer 971,25.822199,-80.13385,480,960,15,19,251,53,cargo
Customer 972,26.378325,-80.217346,420,960,15,2,196,53,cargo
Customer 973,26.122659,-80.25169,420,960,15,5,90,53,cargo
Customer 974,26.186615,-80.237598,420,960,15,19,184,53,cargo
Customer 975,26.101462,-80.389996,375,960,15,13,139,53,cargo
Customer 976,25.866441,-80.240178,600,960,15,21,230,53,cargo
Customer 977,26.688641,-80.154795,750,960,15,7,35,53,cargo
Customer 978,30.25122,-81.57736,600,960,15,12,236,53,cargo
Customer 979,26.280114,-81.737189,600,960,15,16,131,53,cargo
Customer 980,26.358636,-80.232148,540,960,15,22,244,53,cargo
Customer 981,28.336241,-81.533361,600,960,15,15,210,53,cargo
Customer 982,26.498195,-80.187712,420,960,15,4,51,53,cargo
Customer 983,25.972954,-80.130727,420,960,15,17,184,53,cargo
Customer 984,28.143833,-82.518432,600,960,15,15,221,53,cargo
Customer 985,26.35624,-80.167968,600,960,15,13,97,53,cargo
Customer 986,26.358636,-80.232148,360,960,15,14,170,53,cargo
Customer 987,25.96203,-80.162965,420,960,15,15,218,53,cargo
Customer 988,26.556128,-82.009214,360,960,15,17,40,53,cargo
Customer 989,28.354048,-81.625709,600,960,15,11,38,53,cargo
Customer 990,26.010284,-80.129735,420,960,15,9,145,53,cargo
Customer 991,26.444003,-80.12713,420,960,15,15,251,53,cargo
Customer 992,28.777794,-81.300783,420,960,15,17,53,53,cargo
Customer 993,27.956437,-81.685483,360,960,15,4,57,53,cargo
Customer 994,28.377672,-81.523744,480,960,15,7,66,53,cargo
Customer 995,26.630676,-81.69663,600,960,15,2,175,53,cargo
Customer 996,28.465768,-81.472903,600,960,15,15,53,53,cargo
Customer 997,26.16197,-80.315133,600,960,15,16,241,53,cargo
Customer 998,26.123288,-80.409547,420,960,15,2,63,53,cargo
Customer 999,25.470043,-80.45884,420,960,15,15,117,53,cargo
Customer 1000,27.005094,-82.066923,420,960,15,10,205,53,cargo
Customer 1001,26.065883,-80.266871,420,960,15,13,73,53,cargo
Customer 1002,26.060074,-80.189481,420,960,15,4,43,53,cargo
Customer 1003,25.889218,-80.127147,420,960,15,7,114,53,cargo
Customer 1004,25.963941,-80.367873,360,960,15,9,84,53,cargo
Customer 1005,26.477381,-80.088361,420,960,15,14,240,53,cargo
Customer 1006,25.885176,-80.1224,450,960,15,17,62,53,cargo
Customer 1007,25.964979,-80.182849,420,960,15,16,178,53,cargo
Customer 1008,26.172888,-80.102641,420,960,15,3,145,53,cargo
Customer 1009,26.766921,-80.303019,420,960,15,8,153,53,cargo
Customer 1010,26.338499,-81.538726,360,960,15,13,139,53,cargo
Customer 1011,26.358636,-80.232148,360,960,15,7,152,53,cargo
Customer 1012,27.296534,-80.335598,420,960,15,19,85,53,cargo
Customer 1013,26.477321,-80.088427,375,960,15,22,122,53,cargo
Customer 1014,26.125911,-80.197554,360,960,15,17,24,53,cargo
Customer 1015,26.171498,-80.09812,420,960,15,2,38,53,cargo
Customer 1016,25.964125,-80.137951,420,960,15,19,152,53,cargo
Customer 1017,26.473007,-80.070507,390,960,15,19,152,53,cargo
Customer 1018,28.434787,-81.588916,420,960,15,15,32,53,cargo
Customer 1019,26.248626,-81.807505,420,960,15,20,141,53,cargo
Customer 1020,28.289242,-81.591308,420,960,15,15,49,53,cargo
Customer 1021,26.018518,-80.291696,420,960,15,4,75,53,cargo
Customer 1022,26.129381,-80.328426,420,960,15,2,123,53,cargo
Customer 1023,26.167029,-80.11777,420,960,15,3,126,53,cargo
Customer 1024,25.733842,-80.280049,420,960,15,6,228,53,cargo
Customer 1025,26.047961,-80.197536,420,960,15,16,193,53,cargo
Customer 1026,26.446915,-80.158991,420,960,15,15,144,53,cargo
Customer 1027,26.217535,-80.183604,420,960,15,8,205,53,cargo
Customer 1028,26.458759,-80.061764,420,960,15,15,236,53,cargo
Customer 1029,28.400659,-81.239455,420,960,15,4,217,53,cargo
Customer 1030,28.213466,-82.491804,405,960,15,21,198,53,cargo
Customer 1031,28.311938,-81.649543,420,960,15,12,195,53,cargo
Customer 1032,28.353839,-81.542098,390,960,15,21,67,53,cargo
Customer 1033,26.306909,-80.138204,420,960,15,21,46,53,cargo
Customer 1034,26.120625,-81.755765,420,960,15,9,61,53,cargo
Customer 1035,25.866441,-80.240178,420,960,15,14,120,53,cargo
Customer 1036,26.397513,-81.838081,420,960,15,8,66,53,cargo
Customer 1037,26.248626,-81.807505,450,960,15,3,59,53,cargo
Customer 1038,26.191751,-80.13458,420,960,15,11,95,53,cargo
Customer 1039,27.363315,-80.359214,405,960,15,7,137,53,cargo
Customer 1040,27.935863,-82.472969,420,960,15,5,67,53,cargo
Customer 1041,26.243379,-80.087388,420,960,15,2,225,53,cargo
Customer 1042,28.267963,-81.193235,510,960,15,8,203,53,cargo
Customer 1043,26.703851,-81.607809,375,960,15,9,67,53,cargo
Customer 1044,28.45991,-81.46238,420,960,15,2,75,53,cargo
Customer 1045,26.915605,-80.152217,405,960,15,2,220,53,cargo
Customer 1046,26.477321,-80.088427,420,960,15,17,178,53,cargo
Customer 1047,26.679973,-82.045119,360,960,15,18,241,53,cargo
Customer 1048,28.418572,-81.653675,360,960,15,16,78,53,cargo
Customer 1049,26.610115,-81.673603,375,960,15,4,96,53,cargo
Customer 1050,25.761342,-80.194368,420,960,15,10,223,53,cargo
Customer 1051,28.453986,-81.471538,360,960,15,12,122,53,cargo
Customer 1052,26.477321,-80.088427,420,960,15,10,162,53,cargo
Customer 1053,26.394943,-80.14184,540,960,15,16,31,53,cargo
Customer 1054,26.338068,-80.076909,420,960,15,11,159,53,cargo
Customer 1055,28.375608,-81.535802,540,960,15,19,59,53,cargo
Customer 1056,26.622832,-81.743443,600,960,15,13,28,53,cargo
Customer 1057,26.225591,-80.167333,600,960,15,7,114,53,cargo
Customer 1058,28.095324,-81.61524,600,960,15,2,122,53,cargo
Customer 1059,25.951104,-80.140634,510,960,15,9,208,53,cargo
Customer 1060,26.028818,-80.205416,420,960,15,6,58,53,cargo
Customer 1061,26.011233,-80.209349,480,960,15,3,121,53,cargo
Customer 1062,25.962595,-80.164436,420,960,15,22,242,53,cargo
Customer 1063,26.401926,-81.805953,600,960,15,10,101,53,cargo
Customer 1064,26.644203,-80.214416,420,960,15,18,246,53,cargo
Customer 1065,26.631646,-81.815128,540,960,15,16,156,53,cargo
Customer 1066,26.040821,-80.297626,550,960,15,6,106,53,cargo
Customer 1067,26.324441,-80.152428,600,960,15,10,210,53,cargo
Customer 1068,26.00223,-80.207858,600,960,15,20,223,53,cargo
Customer 1069,26.360473,-80.135696,600,960,15,2,200,53,cargo
Customer 1070,26.477321,-80.088427,600,960,15,19,214,53,cargo
Customer 1071,25.816835,-80.121389,600,960,15,15,235,53,cargo
Customer 1072,26.028818,-80.205416,600,960,15,14,93,53,cargo
Customer 1073,28.234327,-81.601632,420,960,15,8,170,53,cargo
Customer 1074,26.609084,-81.742329,550,960,15,11,175,53,cargo
Customer 1075,26.572577,-81.728486,420,960,15,17,63,53,cargo
Customer 1076,26.331219,-80.184008,600,960,15,5,30,53,cargo
Customer 1078,28.415764,-81.574646,600,960,15,13,95,53,cargo
Customer 1079,27.183802,-80.163068,600,960,15,16,65,53,cargo
Customer 1080,26.05277,-80.192245,510,960,15,2,120,53,cargo
Customer 1081,30.149902,-81.589416,600,960,15,7,37,53,cargo
Customer 1082,26.200611,-80.270211,360,960,15,6,173,53,cargo
Customer 1083,28.502695,-81.50684,480,960,15,7,171,53,cargo
Customer 1084,26.09434,-80.379018,420,960,15,20,118,53,cargo
Customer 1085,25.761342,-80.194368,600,960,15,11,179,53,cargo
Customer 1086,25.751669,-80.255192,420,960,15,17,105,53,cargo
Customer 1087,26.183235,-80.241608,420,960,15,7,115,53,cargo
Customer 1088,25.889218,-80.127147,420,960,15,10,216,53,cargo
Customer 1089,25.761679,-80.19179,600,960,15,16,251,53,cargo
Customer 1090,26.135253,-80.279875,420,960,15,3,130,53,cargo
Customer 1091,28.379976,-81.614171,360,960,15,21,182,53,cargo
Customer 1092,28.387932,-81.497864,600,960,15,12,22,53,cargo
Customer 1093,28.445719,-81.495243,600,960,15,17,132,53,cargo
Customer 1094,25.97027,-80.150512,420,960,15,12,67,53,cargo
Customer 1095,28.545672,-81.692705,600,960,15,7,70,53,cargo
Customer 1096,28.289242,-81.591308,600,960,15,13,27,53,cargo
Customer 1097,28.513388,-81.464232,600,960,15,22,116,53,cargo
Customer 1098,28.680945,-81.308429,420,960,15,13,86,53,cargo
Customer 1099,25.775812,-80.188247,510,960,15,15,143,53,cargo
Customer 1100,26.145884,-81.754345,360,960,15,10,189,53,cargo
Customer 1101,26.255902,-80.286781,600,960,15,18,23,53,cargo
Customer 1102,26.00016,-80.127861,450,960,15,15,185,53,cargo
Customer 1103,26.171911,-80.223847,600,960,15,6,202,53,cargo
Customer 1104,26.308087,-80.093765,360,960,15,17,186,53,cargo
Customer 1105,26.135216,-80.257333,420,960,15,7,38,53,cargo
Customer 1106,26.12052,-80.421105,570,960,15,18,133,53,cargo
Customer 1107,26.571069,-80.120247,570,960,15,19,228,53,cargo
Customer 1108,26.257508,-81.692759,600,960,15,21,32,53,cargo
Customer 1109,28.295586,-81.403931,360,960,15,15,143,53,cargo
Customer 1110,26.1795,-80.259324,600,960,15,8,83,53,cargo
Customer 1111,26.010284,-80.129735,600,960,15,14,218,53,cargo
Customer 1112,26.596971,-81.810361,420,960,15,2,22,53,cargo
Customer 1113,26.454558,-80.15086,540,960,15,21,137,53,cargo
Customer 1114,28.445587,-81.473141,600,960,15,6,50,53,cargo
Customer 1115,26.120625,-81.755765,540,960,15,6,56,53,cargo
Customer 1116,26.122226,-80.407965,600,960,15,15,128,53,cargo
Customer 1117,25.767365,-80.190741,405,960,15,19,122,53,cargo
Customer 1118,29.057154,-82.46846,600,960,15,3,131,53,cargo
Customer 1119,28.34496,-81.439392,600,960,15,21,166,53,cargo
Customer 1120,26.066245,-80.375496,540,960,15,4,49,53,cargo
Customer 1121,25.936132,-80.120918,600,960,15,11,81,53,cargo
Customer 1122,28.336248,-81.481282,600,960,15,12,85,53,cargo
Customer 1123,25.9907,-80.117984,600,960,15,11,94,53,cargo
Customer 1124,28.418572,-81.653675,420,960,15,5,44,53,cargo
Customer 1125,28.453986,-81.471538,420,960,15,15,142,53,cargo
Customer 1126,26.298119,-80.294901,600,960,15,16,165,53,cargo
Customer 1127,26.532568,-80.129424,390,960,15,11,29,53,cargo
Customer 1128,26.610115,-81.673603,510,960,15,19,227,53,cargo
Customer 1129,26.00016,-80.127861,420,960,15,3,25,53,cargo
Customer 1130,26.123163,-80.392931,360,960,15,15,110,53,cargo
Customer 1131,25.736495,-80.28324,600,960,15,3,131,53,cargo
Customer 1132,28.45991,-81.46238,600,960,15,18,34,53,cargo
Customer 1133,26.477321,-80.088427,420,960,15,13,218,53,cargo
Customer 1134,28.336091,-81.530853,390,960,15,22,84,53,cargo
Customer 1135,26.03274,-80.309469,420,960,15,17,33,53,cargo
Customer 1136,26.777101,-81.737533,420,960,15,21,175,53,cargo
Customer 1137,26.009665,-80.439596,600,960,15,21,166,53,cargo
Customer 1138,26.010284,-80.129735,420,960,15,6,112,53,cargo
Customer 1139,26.580506,-82.013861,600,960,15,16,239,53,cargo
Customer 1140,26.610115,-81.673603,600,960,15,5,85,53,cargo
Customer 1141,25.965123,-80.140734,540,960,15,2,116,53,cargo
Customer 1142,26.099138,-80.138166,600,960,15,20,217,53,cargo
Customer 1143,25.861134,-80.172411,420,960,15,2,180,53,cargo
Customer 1144,26.915605,-80.152217,360,960,15,16,104,53,cargo
Customer 1145,26.095292,-80.108679,600,960,15,9,222,53,cargo
Customer 1146,28.208923,-82.527243,360,960,15,2,239,53,cargo
Customer 1147,26.271345,-81.675786,420,960,15,18,180,53,cargo
Customer 1148,28.003019,-82.448359,360,960,15,21,177,53,cargo
Customer 1149,25.845243,-80.119876,600,960,15,5,241,53,cargo
Customer 1150,26.06637,-80.268006,600,960,15,4,146,53,cargo
Customer 1151,26.397513,-81.838081,420,960,15,20,152,53,cargo
Customer 1152,25.885176,-80.1224,420,960,15,15,237,53,cargo
Customer 1153,28.635774,-81.179465,420,960,15,22,44,53,cargo
Customer 1154,26.181938,-80.096839,600,960,15,17,50,53,cargo
Customer 1155,26.175151,-80.228626,600,960,15,14,254,53,cargo
Customer 1156,26.308087,-80.093765,600,960,15,17,100,53,cargo
Customer 1157,26.498195,-80.187712,600,960,15,6,174,53,cargo
Customer 1158,26.009152,-80.409842,360,960,15,11,230,53,cargo
Customer 1159,26.061283,-80.274172,600,960,15,4,186,53,cargo
Customer 1160,26.132383,-80.137873,600,960,15,14,169,53,cargo
Customer 1161,29.629459,-82.338614,600,960,15,9,174,53,cargo
Customer 1162,28.289242,-81.591308,420,960,15,12,216,53,cargo
Customer 1163,26.317015,-80.145845,600,960,15,9,223,53,cargo
Customer 1164,26.255902,-80.286781,600,960,15,3,168,53,cargo
Customer 1165,26.874501,-82.258054,600,960,15,20,206,53,cargo
Customer 1167,26.631608,-80.147807,420,960,15,9,101,53,cargo
Customer 1168,26.300703,-80.14191,600,960,15,10,237,53,cargo
Customer 1169,28.56216,-81.279522,540,960,15,20,103,53,cargo
Customer 1170,28.453986,-81.471538,510,960,15,12,160,53,cargo
Customer 1171,25.724062,-80.450467,600,960,15,2,222,53,cargo
Customer 1172,27.968131,-82.471872,600,960,15,9,196,53,cargo
Customer 1173,26.477321,-80.088427,420,960,15,9,149,53,cargo
Customer 1174,28.45791,-81.463467,600,960,15,10,188,53,cargo
Customer 1175,25.736495,-80.28324,600,960,15,9,44,53,cargo
Customer 1176,26.122659,-80.25169,500,960,15,20,163,53,cargo
Customer 1177,25.985945,-80.326528,600,960,15,15,34,53,cargo
Customer 1178,25.783545,-80.329144,420,960,15,4,123,53,cargo
Customer 1179,26.00016,-80.127861,600,960,15,12,180,53,cargo
Customer 1180,28.040458,-81.510131,420,960,15,3,154,53,cargo
Customer 1181,25.969424,-80.259154,600,960,15,16,157,53,cargo
Customer 1182,26.572577,-81.728486,420,960,15,20,184,53,cargo
Customer 1183,25.752179,-80.254949,360,960,15,17,81,53,cargo
Customer 1184,26.359282,-80.232765,360,960,15,7,94,53,cargo
Customer 1185,27.337594,-82.549303,360,960,15,15,81,53,cargo
Customer 1186,26.3846,-80.180841,360,960,15,13,97,53,cargo
Customer 1187,26.075764,-80.179795,510,960,15,2,165,53,cargo
Customer 1188,28.685482,-81.440798,420,960,15,8,227,53,cargo
Customer 1189,26.690757,-81.721772,450,960,15,16,101,53,cargo
Customer 1190,28.003019,-82.448359,390,960,15,15,127,53,cargo
Customer 1191,28.45991,-81.46238,420,960,15,14,125,53,cargo
Customer 1192,26.477381,-80.088361,420,960,15,14,199,53,cargo
Customer 1193,26.2758,-80.250806,420,960,15,7,123,53,cargo
Customer 1194,26.35389,-80.224158,420,960,15,8,228,53,cargo
Customer 1195,27.847936,-82.660855,360,960,15,20,69,53,cargo
Customer 1196,26.479035,-81.783739,360,960,15,17,86,53,cargo
Customer 1197,25.889218,-80.127147,375,960,15,21,84,53,cargo
Customer 1198,25.785262,-80.187889,420,960,15,7,165,53,cargo
Customer 1199,25.894705,-80.321195,525,960,15,20,193,53,cargo
Customer 1200,25.889218,-80.127147,420,960,15,21,31,53,cargo
Customer 1201,26.273348,-80.132161,420,960,15,15,121,53,cargo
Customer 1202,28.445587,-81.473141,360,960,15,2,26,53,cargo
Customer 1203,26.121578,-80.24385,420,960,15,18,65,53,cargo
Customer 1204,28.439107,-81.472096,420,960,15,5,38,53,cargo
Customer 1205,28.513388,-81.464232,420,960,15,12,61,53,cargo
Customer 1206,25.989012,-80.12002,420,960,15,19,212,53,cargo
Customer 1207,26.048483,-80.292528,360,960,15,4,192,53,cargo
Customer 1208,26.549186,-80.06642,420,960,15,17,29,53,cargo
Customer 1209,26.108506,-80.41345,420,960,15,19,236,53,cargo
Customer 1210,28.208923,-82.527243,390,960,15,4,28,53,cargo
Customer 1211,26.2758,-80.250806,420,960,15,4,60,53,cargo
Customer 1212,28.466743,-81.470637,420,960,15,10,80,53,cargo
Customer 1213,26.878073,-80.114594,420,960,15,12,164,53,cargo
Customer 1214,29.63149,-82.431902,435,960,15,9,63,53,cargo
Customer 1215,26.446915,-80.158991,405,960,15,12,223,53,cargo
Customer 1216,25.633398,-80.289676,390,960,15,13,26,53,cargo
Customer 1217,28.418572,-81.653675,420,960,15,22,40,53,cargo
Customer 1218,26.352628,-80.081131,360,960,15,9,94,53,cargo
Customer 1219,28.399283,-81.40944,420,960,15,20,117,53,cargo
Customer 1220,26.77495,-81.740074,420,960,15,19,189,53,cargo
Customer 1221,29.005858,-80.876885,420,960,15,11,68,53,cargo
Customer 1222,26.40524,-80.227416,390,960,15,18,127,53,cargo
Customer 1223,26.294474,-80.292604,420,960,15,8,153,53,cargo
Customer 1224,26.5653,-81.882048,420,960,15,7,126,53,cargo
Customer 1225,26.298119,-80.294901,360,960,15,14,33,53,cargo
Customer 1226,28.480135,-81.459514,420,960,15,15,96,53,cargo
Customer 1227,26.283701,-80.134082,420,960,15,20,141,53,cargo
Customer 1228,28.453986,-81.471538,420,960,15,18,193,53,cargo
Customer 1229,28.572288,-81.45376,420,960,15,6,159,53,cargo
Customer 1230,26.325023,-80.114224,375,960,15,6,60,53,cargo
Customer 1231,28.379976,-81.614171,420,960,15,14,169,53,cargo
Customer 1232,26.084411,-80.342642,390,960,15,22,241,53,cargo
Customer 1233,26.123163,-80.392931,420,960,15,7,118,53,cargo
Customer 1234,25.889173,-80.122958,420,960,15,3,141,53,cargo
Customer 1235,25.816835,-80.121389,420,960,15,13,102,53,cargo
Customer 1236,28.453986,-81.471538,420,960,15,3,240,53,cargo
Customer 1237,26.453179,-80.087577,360,960,15,16,184,53,cargo
Customer 1238,26.039745,-80.147199,420,960,15,20,178,53,cargo
Customer 1239,26.171911,-80.223847,420,960,15,22,188,53,cargo
Customer 1240,26.517257,-80.078436,420,960,15,11,166,53,cargo
Customer 1241,26.310912,-80.1424,420,960,15,2,232,53,cargo
Customer 1242,26.348815,-80.163197,420,960,15,14,124,53,cargo
Customer 1243,25.993974,-80.117768,420,960,15,3,195,53,cargo
Customer 1244,28.584372,-81.36892,405,960,15,6,124,53,cargo
Customer 1245,26.269363,-80.200423,360,960,15,5,40,53,cargo
Customer 1246,25.885176,-80.1224,420,960,15,4,186,53,cargo
Customer 1247,26.477321,-80.088427,420,960,15,4,239,53,cargo
Customer 1248,26.251224,-80.179443,420,960,15,18,167,53,cargo
Customer 1249,26.010284,-80.129735,510,960,15,7,85,53,cargo
Customer 1250,28.056617,-82.426844,420,960,15,2,25,53,cargo
Customer 1251,28.377672,-81.523744,420,960,15,22,79,53,cargo
Customer 1252,25.854691,-80.12275,360,960,15,13,249,53,cargo
Customer 1253,28.355472,-81.45404,420,960,15,8,194,53,cargo
Customer 1254,28.527758,-81.494371,420,960,15,7,33,53,cargo
Customer 1255,25.816835,-80.121389,420,960,15,20,68,53,cargo
Customer 1256,25.676792,-80.320053,420,960,15,19,26,53,cargo
Customer 1257,28.379976,-81.614171,360,960,15,9,236,53,cargo
Customer 1258,28.462835,-81.466501,360,960,15,14,91,53,cargo
Customer 1259,28.315964,-81.591662,420,960,15,16,95,53,cargo
Customer 1260,25.767365,-80.190741,420,960,15,16,83,53,cargo
Customer 1261,26.024554,-80.195021,450,960,15,16,103,53,cargo
Customer 1262,26.151125,-81.715246,510,960,15,4,219,53,cargo
Customer 1263,28.513388,-81.464232,375,960,15,2,223,53,cargo
Customer 1264,26.386581,-80.172969,420,960,15,12,61,53,cargo
Customer 1265,25.876737,-80.280014,420,960,15,7,153,53,cargo
Customer 1266,26.135691,-80.184173,420,960,15,20,82,53,cargo
Customer 1267,26.358636,-80.232148,420,960,15,22,145,53,cargo
Customer 1268,25.861134,-80.172411,420,960,15,16,40,53,cargo
Customer 1269,26.141053,-81.715801,420,960,15,13,154,53,cargo
Customer 1270,26.425032,-80.063312,420,960,15,8,243,53,cargo
Customer 1271,28.268723,-81.616549,420,960,15,13,96,53,cargo
Customer 1272,26.16197,-80.315133,420,960,15,5,72,53,cargo
Customer 1273,26.477381,-80.088361,420,960,15,2,165,53,cargo
Customer 1274,28.351214,-81.542668,360,960,15,14,76,53,cargo
Customer 1275,26.331219,-80.184008,420,960,15,6,131,53,cargo
